Distance_mi,Temperature_F,Wind_Chill_F,Humidity,Pressure_in,Visibility_mi,Wind_Speed_mph,Precipitation_in,HighLowSeverity
0.012,57,57,94,29.33,10,16,0,0
0.462,55,55,86,29.11,10,8,0.02,0
0.075,55,55,83,29.13,10,6,0,0
0.937,93,93,30,28.27,10,14,0,0
0.992,97,97,39,29.22,10,12,0,0
0.01,71,71,42,30.24,10,9,0,0
0.774,59,59,32,29.72,10,7,0,0
0.129,57,57,77,30.1,10,3,0,0
1.794,64,64,100,29.41,2,0,0,0
0.086,71,71,27,30.1,10,8,0,0
2.626,32,23,54,29.8,10,12,0,0
0.08,43,43,80,30.1,10,3,0,0
0.017,30,30,77,29.4,10,0,0,0
0.082,80,80,48,30.05,10,10,0,0
4.748,61,61,70,28.98,10,6,0,0
0.262,68,68,35,29.95,10,16,0,0
0.092,89,89,35,29.59,10,0,0,0
3.072,36,36,83,30.12,10,0,0,0
0.132,71,71,84,30.04,10,8,0,0
0.092,66,66,100,30.06,0.25,0,0,0
0.154,67,67,76,29.81,10,6,0,0
1.925,59,59,69,30.13,10,9,0,0
0.08,63,63,27,28.33,10,0,0,0
0.167,62,62,44,29,10,0,0,0
2.756,75,75,100,30.01,8,5,0,0
0.21,54,54,88,27.92,10,0,0,0
0.795,80,80,48,29.18,7,8,0,0
0.136,68,68,68,29.9,4,8,0,0
0.801,39,39,38,29.71,10,0,0,1
0.186,57,57,64,30.11,10,6,0,0
0.018,87,87,59,30.01,10,9,0,0
0.288,54,54,45,28.74,10,8,0,0
2.572,85,85,43,30.04,10,7,0,0
1.266,47,47,93,29.03,10,0,0,0
0.087,54,54,47,28.82,10,0,0,0
1.173,84,84,44,29.89,10,8,0,0
3.353,79,79,78,29.23,10,6,0,0
0.757,46,44,71,30.23,10,5,0,0
1.499,77,77,45,29.28,10,8,0,0
0.341,63,63,90,29.72,10,8,0,0
0.158,70,70,73,29.79,10,8,0,0
0.165,97,97,17,28.65,5,9,0,0
0.085,39,39,100,29.62,1,0,0,0
1.486,45,43,71,29.31,10,5,0,0
0.126,59,59,60,29.14,10,9,0,0
2.501,49,49,93,29.5,9,0,0,0
0.055,37,29.8,89,30.13,10,10.4,0,0
0.92,43,43,42,28.92,10,0,0,0
0.026,71,71,57,29.98,10,7,0,0
1.274,36,26,57,29.59,10,17,0,0
3.627,44,44,79,29.79,10,3,0,0
0.152,59,59,93,29.44,10,0,0,0
0.18,50,50,21,29.37,10,8,0,0
0.441,92,92,59,29.94,10,3,0,0
0.43,29,23,92,29.72,0.25,6,0.02,0
0.014,59,59,100,29.75,9,5,0,0
0.787,90,90,40,28.8,10,12,0,0
0.023,67,67,70,29.91,10,6,0,0
0.513,65,65,33,25.34,10,15,0,0
0.865,51,51,89,29.98,10,12,0,0
0.022,73,73,76,29.36,10,3,0,0
1.602,91,91,24,29.67,10,12,0,0
1.189,44,42,68,29.28,10,5,0,0
0.198,78,78,48,30.08,10,10,0,0
0.538,39,39,100,29.16,10,0,0,0
0.409,61,61,58,29.83,10,5,0,0
1.851,61,61,83,30.13,10,0,0,0
0.21,66,66,94,28.57,10,6,0,0
2.876,84,84,49,30.02,10,6,0,0
1.412,39,30,86,28.97,9,18,0.01,0
0.513,66,66,100,29.21,3,6,0,1
0.025,71,71,69,28.59,10,17,0,0
4.154,39,31,93,25.91,0.25,14,0.1,0
1.785,90,90,24,29.32,10,14,0,0
4.919,73,73,93,29.75,4,8,0.44,0
0.623,89,89,52,29.96,10,12,0,0
9.147,36,36,93,29.97,10,0,0,0
0.024,52,52,50,29.31,10,17,0,0
0.053,89,89,52,29.9,10,9,0,0
0.26,82,82,56,28.93,10,15,0,0
0.228,73,73,73,30.06,10,6,0,0
0.181,71,71,61,29.77,10,5,0,0
5.123,27,19,89,26,0.75,7,0.02,0
1.494,75,75,26,29.04,10,10,0,0
0.017,91,91,57,29.93,10,12,0,0
4.145,27,13.5,92,29.69,0.5,19.6,0.01,1
1.506,81,81,62,29.98,10,14,0,0
0.242,88,88,49,29.1,10,7,0,0
0.276,58,58,78,30.03,10,6,0,0
0.12,86,86,65,30.03,10,12,0,0
2.222,32,32,85,26.86,10,0,0,0
0.828,101,101,17,29.12,9,6,0,0
3.601,51,51,50,29.84,10,3,0,0
1.048,84,84,51,30.09,10,18,0,0
1.375,66,66,70,30.02,10,17,0,0
0.062,73,73,34,29.72,10,5,0,0
0.117,78,78,73,29.1,10,7,0,0
1.995,73,73,41,29.62,8,3,0,0
0.401,78,78,87,29.8,8,7,0.08,0
0.289,89,89,63,29.84,10,13,0,0
0.849,69,69,35,30.1,10,7,0,0
0.121,67,67,73,29.91,10,7,0,0
0.486,53,53,74,30.08,10,0,0,0
1.418,77,77,62,29.88,10,9,0,0
0.03,59,59,93,29.58,3,7,0.23,0
2.129,67,67,56,29.98,10,7,0,0
0.15,81,81,69,30.17,10,16,0,0
0.839,90,90,66,29.83,10,8,0,0
0.17,66,66,75,29.98,6,8,0,0
0.005,73,73,33,29.78,5,5,0,0
0.492,43,40,80,29.81,3,5,0,0
0.043,67,67,79,29.69,10,3,0,0
0.096,84,84,45,29.83,10,5,0,0
0.176,88,88,48,29.92,10,10,0,0
1.606,59,59,39,29.56,10,0,0,0
5.174,102,102,15,28.85,10,14,0,0
1.061,76,76,54,29.75,10,0,0,0
0.091,64,64,90,28.83,10,6,0,0
0.016,79,79,30,29.51,10,5,0,0
0.721,82,82,35,29.14,10,6,0,0
2.625,41,36,89,29.81,8,8,0.02,0
1.884,64,64,67,28.8,10,6,0,0
3.187,52,52,33,28.81,10,0,0,0
0.024,69,69,78,29.87,10,6,0,0
0.122,94,94,29,29.8,10,6,0,0
1.035,43,35,40,24.32,10,17,0,0
2.089,93,93,27,25.73,10,5,0,0
0.107,57,57,81,29.88,10,13,0,0
0.205,55,55,52,28.74,10,9,0,0
0.041,55,55,38,30.36,10,5,0,0
2.684,62,62,60,29.55,10,9,0,0
0.161,57,57,93,29.69,2,6,0,0
0.062,54,54,26,24.19,10,10,0,0
0.229,51,51,74,29.69,7,7,0,0
0.849,85,85,27,29.1,10,7,0,0
1.515,85,85,15,29.33,9,12,0,0
0.116,97,97,12,25.13,10,7,0,0
0.082,82,82,71,29.25,8,9,0,0
0.272,32,32,100,29.23,5,0,0,0
1.024,70,70,63,29.75,10,8,0,0
0.033,43,37,100,30.07,4,12,0,0
1.041,40,34,77,30.26,10,9,0,0
0.398,52,52,97,29.85,10,3,0,0
0.533,53,53,48,29.79,10,8,0,0
0.022,79,79,45,29.93,10,13,0,0
0.08,84,84,73,30,10,6,0,0
0.139,102,102,16,26.72,10,18,0,0
0.136,73,73,93,29.9,10,3,0,0
0.056,57,57,63,28.63,10,8,0,0
3.583,75,75,34,24.89,10,3,0,0
0.298,65,65,87,29.95,10,0,0,0
0.075,40,40,68,29.74,10,0,0,0
0.622,63,63,81,29.23,10,0,0.03,0
0.18,42,35,37,29.58,10,14,0,0
4.472,27,27,89,28.56,9,3,0,0
0.058,70,70,59,29.67,10,3,0,0
0.755,58,58,70,29.5,10,14,0,0
0.227,40,36,73,28.99,10,6,0,0
0.153,81,81,72,30.07,10,6,0,0
1.183,83,83,77,29.98,10,14,0,0
8.652,60,60,90,29.57,9,0,0,0
0.974,59,59,75,29.13,6,6,0,0
1.204,76,76,62,29.33,9,5,0,0
0.295,54,54,88,29.54,7,9,0,0
0.124,90,90,61,30.03,10,8,0,0
1.406,71,71,49,29.1,10,6,0,0
0.258,75,75,38,30.29,10,13,0,0
0.078,80,80,71,29.88,9,12,0,0
1.999,75,75,83,30.06,7,2,0,0
5.383,48,45,63,29.46,10,7,0,0
2.287,70,70,68,30.09,10,0,0,0
0.365,69,69,84,30.08,10,0,0,0
0.051,53,53,100,29.91,1,5,0,0
1.01,68,68,23,29.55,7,3,0,0
0.485,50,50,33,27.53,10,5,0,0
0.11,89,89,38,29.29,10,14,0,0
0.103,80,80,62,30.03,10,10,0,0
0.025,93,93,22,29.74,10,9,0,0
0.668,32,23,75,29.36,10,12,0,0
0.036,85,85,72,30.05,10,7,0,0
4.587,51,51,56,25.85,7,8,0,0
0.62,78,78,58,29.3,10,13,0,0
0.784,52,52,77,29.12,10,0,0,0
0.726,74,74,71,29.67,10,5,0,0
0.062,63,63,72,30.09,10,0,0,0
0.018,65,65,32,30.02,10,6,0,0
0.501,68,68,76,29.33,10,9,0,0
0.13,80,80,69,30.12,10,12,0,0
0.763,49,47,50,29.23,10,5,0,0
1.287,65,65,24,29.33,10,10,0,0
3.28,67,67,85,29.92,10,3,0,0
0.181,50,50,86,29.76,10,6,0,0
1.447,30,24.1,96,30.04,2.5,5.8,0.22,1
0.014,71,71,23,29.71,10,9,0,0
0.063,67,67,52,30.07,10,14,0,0
0.866,75,75,94,29.75,10,8,0,0
0.044,75,75,64,29.39,10,3,0,0
0.074,39,36,79,29.5,10,5,0,0
0.853,69,69,94,29.34,10,9,0,0
0.008,41,41,65,29.81,10,0,0,0
2.913,81,81,69,29.82,10,10,0,0
0.376,70,70,76,29.06,10,0,0,0
0.128,64,64,93,29.93,1,8,0.23,0
0.031,76,76,82,29.99,10,6,0,0
0.508,65,65,93,29.69,4,0,0,0
0.2,83,83,63,29.89,10,10,0,0
0.89,80,80,81,30.04,10,10,0,0
0.197,66,66,27,30.08,10,0,0,0
0.296,54,54,64,29.85,10,3,0,0
0.129,75,75,60,30.13,10,13,0,0
0.031,79,79,44,28.74,10,8,0,0
0.212,58,58,78,29.16,6,0,0,0
0.154,71,71,87,29.95,10,0,0.05,0
0.207,80,80,85,29.96,10,6,0,0
1.373,72,72,37,29.27,10,7,0,0
1.705,81,81,65,29.09,8,9,0,0
0.59,72,72,73,29.49,10,20,0,0
0.009,40,40,55,30.3,10,3,0,0
0.749,48,48,100,29.89,2,0,0.02,0
0.398,58,58,41,27.09,10,3,0,0
0.608,94,94,51,29.95,10,0,0,0
2.15,72,72,91,29.58,1,9,0.63,0
0.053,59,59,55,28.19,9,6,0,0
0.091,77,77,58,29.94,10,6,0,0
0.329,60,60,24,28.76,10,7,0,0
3.04,68,68,81,26.81,9,10,0.04,0
2.23,59,59,53,29.68,10,10,0,0
2.048,69,69,51,29.87,10,0,0,0
0.596,19.9,6.7,68,30.32,5,13.8,0,1
0.045,50,50,93,30.16,10,0,0,0
0.04,81,81,65,29.92,8,0,0,0
0.1,84,84,72,29.87,10,6,0.03,0
0.192,89,89,32,29.66,10,6,0,0
0.072,64,64,37,29.81,10,7,0,0
0.049,38,38,100,29.14,10,3,0.02,0
0.158,83,83,54,29.83,10,7,0,0
0.258,48,43,37,27,10,13,0,0
0.125,81,81,36,30.02,10,15,0,0
0.751,58,58,78,25.44,10,0,0.01,0
2.4,76,76,87,29.86,10,13,0,0
0.832,88,88,53,29.77,10,5,0,0
0.708,59,59,55,26.4,10,7,0,0
0.047,38,38,60,30.03,10,0,0,0
0.778,65,65,100,30.02,5,6,0.06,0
0.124,87,87,69,30.08,10,12,0,0
0.92,87,87,61,29.33,10,14,0,0
0.1,58,58,37,29.85,10,0,0,0
0.076,51,51,92,29.65,10,5,0,0
0.06,76,76,64,30.02,10,12,0,0
0.08,41,36,82,29.12,10,7,0,0
1.767,51,51,33,30.24,10,0,0,0
1.221,80,80,50,28.95,10,5,0,0
0.465,81,81,21,29.86,10,0,0,0
0.786,55,55,83,29.08,10,6,0,0
0.133,94,94,18,25.81,10,3,0,0
1.788,41,41,81,24.58,10,0,0,0
0.146,70,70,81,30.06,10,7,0,0
0.143,78,78,81,29.7,10,0,0,1
0.113,63,63,88,29.93,2,10,0,0
3.227,51,51,96,28.98,6,0,0,0
4.558,26,9,84,29.07,1,33,0,0
0.39,81,81,62,29.76,10,3,0,0
0.649,75,75,36,29.15,10,8,0,0
0.063,91,91,43,29.18,10,0,0,0
0.094,65,65,54,30.09,10,9,0,0
4.196,79,79,32,29.51,10,9,0,0
0.135,69,69,39,26.72,10,3,0,0
0.095,75,75,66,30.08,10,7,0,0
0.261,54,54,69,29.78,10,7,0,0
0.043,64,64,37,29.47,10,8,0,0
0.827,87,87,65,29.87,10,10,0,0
0.004,48,43,34,28.7,10,12,0,0
0.893,72,72,93,29.3,1,10,0.58,0
0.094,46,44,37,29.37,10,5,0,0
0.058,69,69,70,29.88,7,6,0,0
0.189,82,82,62,29.38,10,3,0,0
0.152,90,90,17,25.55,10,7,0,0
3.393,53,53,93,29.42,10,8,0,0
0.774,68,68,70,29.95,9,7,0,0
0.127,68,68,70,30.16,10,7,0,0
0.018,50,50,41,30,10,10,0,0
0.164,57,57,33,27.7,10,6,0,0
0.098,79,79,52,30.06,10,7,0,0
0.199,76,76,32,29.18,10,6,0,0
0.5,79,79,52,29.68,10,5,0,0
0.21,83,83,67,29.05,10,13,0,0
0.115,81,81,58,29.91,10,13,0,0
0.011,65,65,29,29.87,10,5,0,0
0.332,60,60,78,30.1,10,6,0,0
0.092,82,82,71,28.71,10,10,0,0
0.851,74,74,55,29.99,10,18,0,0
0.024,46,44,100,29.64,1,5,0,0
0.349,80,80,47,29.75,8,7,0,0
0.014,66,66,87,29.53,10,8,0,0
0.135,85,85,36,29.32,10,3,0,0
0.082,75,75,50,29.85,10,8,0,0
1.139,74,74,91,29.96,10,0,0,0
0.036,77,77,56,30.11,10,12,0,0
1.169,61,61,72,30,10,8,0,0
1.055,34,34,75,29.43,10,0,0,0
1.476,65,65,84,30.19,10,0,0,0
0.246,66,66,84,29.54,10,21,0,0
0.792,60,60,78,29.96,10,6,0,0
0.105,38,29,43,27.13,10,17,0,0
0.429,88,88,53,28.88,10,10,0,0
0.041,30,22,79,25.55,10,9,0,0
0.739,56,56,97,29.6,3,6,0.11,0
0.397,73,73,90,29.37,6,3,0.07,0
0.16,49,49,83,29.9,10,3,0,0
2.138,70,70,42,29.77,10,0,0,0
0.136,70,70,97,30.01,10,7,0,0
0.036,39,30,87,29.29,15,16,0,0
4.474,28,20,86,24.95,1,8,0,0
0.88,63,63,72,29.07,10,0,0,0
0.011,82,82,71,29.92,10,9,0,0
0.421,52,52,76,30.08,10,7,0,0
0.121,56,56,77,29.18,10,5,0,0
1.065,50,50,87,28.76,5,0,0,0
11.112,61,61,70,29.98,3,5,0,0
0.05,71,71,30,29.21,10,12,0,0
0.663,47,47,93,29.81,9,0,0,0
0.842,78,78,71,29.43,10,16,0,0
0.051,77,77,48,29.93,10,10,0,0
0.242,52,52,35,29.71,10,16,0,0
0.185,76,76,79,30.06,10,8,0,0
0.24,78,78,84,30.02,10,5,0,0
0.204,55,55,96,30.13,10,0,0,0
0.077,50,50,87,29.93,10,0,0,0
2.179,69,69,81,29.54,7,8,0,0
0.011,64,64,41,30.1,10,13,0,0
0.165,85,85,67,30.1,10,10,0,0
0.943,67,67,76,29.07,10,3,0,0
1.149,91,91,44,28.83,10,5,0,0
0.307,73,73,66,30.12,10,3,0,0
0.776,80,80,45,28.98,10,8,0,0
1.399,55,55,64,29.87,10,0,0,0
0.032,103,103,9,28.93,10,15,0,0
3.398,52,52,38,29.89,10,3,0,0
0.143,64,64,67,29.93,10,3,0,0
1.325,69,69,97,29.98,4,0,0,0
0.307,74,74,76,30.03,10,8,0,0
0.563,69,69,78,28.88,10,9,0,0
0.192,41,41,70,30.02,10,0,0,0
0.506,91,91,50,29.9,10,6,0,0
0.08,45,40,81,28.62,5,8,0,0
0.314,37,37,100,29.73,1,0,0,0
0.015,57,57,51,29.4,10,16,0,0
0.135,46,44,100,28.42,1,6,0,0
0.043,70,70,56,29.82,10,7,0,0
0.006,66,66,15,29.74,10,5,0,0
0.343,26,26,81,27.52,10,3,0,0
0.191,83,83,47,30.16,10,15,0,0
2.043,56,56,64,29.93,10,8,0,0
0.214,50,50,71,29.56,10,7,0,0
0.226,85,85,72,30.06,10,8,0,0
0.763,43,43,100,30.12,0.75,0,0,0
2.846,37,33,93,29.82,10,5,0,0
0.972,68,68,47,28.79,10,6,0,0
0.61,42,42,92,30.09,10,3,0,0
0.202,58,58,100,29.95,10,5,0,0
0.167,56,56,90,30.11,10,0,0,0
0.109,52,52,61,29.73,10,7,0,0
0.163,51,51,25,28.87,10,3,0,0
0.105,51,51,77,29.65,4,0,0,0
0.233,77,77,83,29.96,10,3,0,0
0.016,67,67,68,29.49,10,3,0,0
0.058,77,77,94,29.85,10,5,0,0
1.458,49,49,80,30,10,0,0,0
1.399,79,79,47,29.33,10,5,0,0
0.745,76,76,62,29.86,10,13,0,0
2.037,54,54,53,29.92,10,0,0,0
0.245,24,13,77,28.94,9,12,0,0
0.04,40,40,86,29.12,10,0,0,0
0.704,74,74,24,26.15,10,7,0,0
0.008,79,79,61,30.03,10,8,0,0
2.327,90,90,52,29.74,10,5,0,0
0.008,91,91,29,29.24,10,7,0,0
0.034,72,72,57,29.49,10,0,0,0
1.46,34,28,100,29.68,10,7,0,0
0.138,84,84,41,30.05,10,0,0,0
0.022,47,47,80,29.59,10,3,0,0
0.064,43,43,66,29.41,10,0,0,0
0.294,83,83,67,29.74,10,15,0,0
0.164,66,66,54,29.78,10,6,0,0
1.543,55,55,94,30.13,10,0,0,0
0.102,75,75,51,29.82,10,9,0,0
0.209,79,79,50,30.09,10,9,0,0
0.041,64,64,67,29.99,9,0,0,0
0.033,76,76,62,29.93,10,9,0,0
0.278,76,76,62,29.94,10,10,0,0
0.173,82,82,74,29.89,10,5,0,0
0.095,85,85,36,28.7,10,6,0,0
0.928,57,57,100,30.12,4,0,0,0
2.141,50,50,94,30.13,10,0,0,0
0.157,83,83,51,30.04,10,10,0,0
0.058,64,64,56,30.08,10,6,0,0
0.086,43,39,47,29.85,10,7,0,0
0.311,37,37,100,29.97,10,0,0,0
0.04,82,82,54,29.27,8,10,0,0
0.181,39,33,53,29.18,10,9,0,0
3.414,34,30,85,29.02,1,5,0.11,0
0.308,74,74,30,30.07,10,6,0,0
0.193,67,67,93,29.82,6,8,0.01,0
0.013,58,58,60,30.13,10,20,0,0
4.257,66,66,21,25.02,10,3,0,0
0.361,57,57,64,29.32,10,16,0,0
0.028,78,78,45,29.76,10,8,0,0
0.584,69,69,96,29.27,7,5,0,0
0.082,56,56,18,29.72,10,26,0,1
0.993,73,73,20,27.24,10,9,0,0
0.093,81,81,77,29.37,10,6,0,0
0.151,75,75,89,29.86,10,13,0,0
0.106,64,64,50,29.12,10,12,0,0
0.77,64,64,13,29.07,10,5,0,0
1.354,77,77,58,30.29,10,12,0,0
0.4,81,81,52,29.84,10,9,0,0
0.111,78,78,90,29.99,10,5,0,0
0.135,88,88,36,29.6,10,6,0,0
1.11,77,77,64,30.06,10,10,0,0
1.161,53,53,93,29.57,7,9,0.01,0
0.295,70,70,59,30.13,10,7,0,0
0.118,95,95,31,29.87,10,0,0,0
0.247,88,88,66,29.69,8,3,0,1
0.111,73,73,94,28.99,7,12,0,0
0.285,71,71,57,28.39,10,9,0,0
0.418,44,41,35,29.09,10,6,0,0
2.756,68,68,78,29.26,10,10,0,0
0.216,64,64,93,29.89,10,16,0.09,0
0.122,81,81,56,30.2,10,14,0,0
0.03,57,57,63,28.52,10,6,0,0
0.103,78,78,87,29.82,8,8,0.01,0
0.043,37,37,50,30.13,10,0,0,0
0.115,71,71,38,30.05,10,7,0,0
0.042,91,91,21,28.29,9,9,0,0
0.702,34,34,60,28.76,10,0,0,0
0.148,78,78,42,29.34,10,5,0,0
1.106,72,72,97,29.83,10,0,0,0
0.138,71,71,93,29.9,10,0,0,0
0.075,74,74,87,30.05,10,12,0,0
3.731,79,79,47,25.65,10,8,0,0
2.137,96,96,38,29.06,10,10,0,0
0.085,95,95,38,29.46,10,10,0,0
0.627,42.1,33.6,92,29.48,2.5,18.4,0.01,0
0.048,48,45,74,29.33,10,7,0,0
0.121,81,81,42,28.92,10,14,0,0
1.006,72,72,75,27.35,10,5,0,0
1.071,86,86,10,25.74,10,8,0,0
0.831,83,83,69,28.85,10,6,0,0
0.019,53,53,94,26.27,10,7,0,0
0.277,34,22.7,73,29.87,10,19.6,0,0
0.225,53,53,93,29.09,10,0,0,0
1.483,84,84,53,29.9,10,5,0,0
0.143,77,77,90,29.91,10,0,0.02,0
0.32,79,79,72,29.53,10,3,0,0
4.278,73,73,73,30.24,9,3,0,0
0.104,86,86,53,30.06,10,15,0,0
2.61,34,18,44,25.08,10,46,0,0
0.272,48,42,40,29.33,10,18,0,0
0.428,58,58,87,29.92,10,0,0,0
0.09,57,57,100,29.6,10,0,0,0
0.228,76,76,58,29.66,9,5,0,0
0.071,57,57,81,29.77,5,3,0,0
0.162,79,79,66,28.36,10,0,0,0
0.096,71,71,41,29.86,10,22,0,0
0.073,79,79,58,29.79,10,12,0,0
0.11,92,92,59,30.09,10,12,0,0
0.023,76,76,91,29.8,10,3,0,0
0.896,69,69,53,29.84,10,7,0,0
1.695,86,86,32,29.53,10,18,0,0
1.369,43,37,100,30.07,10,9,0,0
0.093,72,72,93,30.07,10,8,0,0
0.367,57,57,94,29.11,1,15,0,0
0.065,78,78,50,29.02,10,12,0,0
0.072,77,77,57,29.71,10,13,0,0
0.063,59,59,24,29.18,10,14,0,0
2.173,54,54,51,29.89,10,9,0,0
0.876,70,70,65,29.96,10,9,0,0
0.189,85,85,61,29.82,10,12,0,0
0.729,68,68,20,29.7,10,13,0,0
4.99,59,59,55,30.02,10,0,0,0
1.011,74,74,97,29.89,10,10,0,0
0.611,57,57,26,29.44,10,13,0,0
0.343,63,63,67,29.15,10,7,0,0
0.306,84,84,72,29.93,10,10,0,0
0.036,81,81,28,29.78,15,16,0,0
0.283,41,41,96,30.04,10,0,0,0
0.487,57,57,45,24.43,10,9,0,0
0.147,38,28,53,29.64,10,20,0,0
0.941,81,81,18,29.88,10,0,0,0
0.413,50,50,39,28.01,10,3,0,0
0.02,82,82,52,28.83,10,7,0,0
0.361,88,88,45,29.62,10,14,0,0
0.13,89,89,50,29.9,10,13,0,0
0.502,69,69,61,29.81,10,6,0,0
0.481,73,73,81,29.56,10,9,0,0
0.112,56,56,99,29.13,2,8,0,0
1.106,50,50,44,29.57,6,7,0,0
0.056,34,26,82,25.42,1,10,0.01,0
1.32,61,61,90,30.03,10,0,0,0
0.372,47,47,40,29.2,10,3,0,0
0.125,67,67,63,29.98,5,0,0,0
0.072,59,59,45,29.07,10,13,0,0
0.776,38,31,47,29.96,10,10,0,0
0.456,34,24,52,28.46,10,15,0,0
0.265,65,65,68,29.65,10,0,0,0
3.74,85,85,69,30.16,10,17,0,0
1.896,72,72,76,28.99,10,6,0,0
0.084,90,90,49,29.14,10,8,0,0
0.132,83,83,39,29.32,10,8,0,1
0.53,80,80,5,28.98,10,10,0,0
0.182,82,82,62,29.15,10,5,0,0
0.338,34,34,75,26.41,10,0,0,0
0.449,52,52,45,29.3,10,5,0,0
1.118,58,58,87,30.01,10,6,0,0
0.163,71,71,44,29.12,10,9,0,0
0.194,45,42,97,25.78,10,6,0.02,0
0.032,54,54,51,29.82,9,7,0,0
1.015,72,72,57,29.73,10,3,0,0
0.941,78,78,60,29.8,10,5,0,0
0.271,71,71,59,29.82,10,8,0,0
0.076,43,43,68,29.94,10,3,0,0
0.298,102,102,10,28.64,10,6,0,0
0.621,70,70,59,28.32,10,17,0,0
0.032,68,68,93,29.91,10,8,0,0
0.265,65,65,33,29.98,9,3,0,0
0.098,80,80,64,30.03,10,12,0,0
0.005,28,17,67,28.78,10,14,0,0
0.272,64,64,93,30.08,1,0,0,0
0.503,70,70,12,28.99,10,5,0,0
1.881,80,80,81,29.97,10,3,0,0
2.21,65,65,78,29.83,10,0,0,0
0.764,81,81,94,29.96,10,13,0,0
0.043,72,72,88,28.66,10,10,0.02,0
0.412,72,72,40,30.16,10,0,0,0
0.216,66,66,78,29.86,10,22,0,0
0.023,66,66,87,29.46,7,5,0,0
0.047,81,81,100,29.94,4,0,0,0
0.117,75,75,64,29.26,10,0,0,0
4.152,83,83,58,29.18,10,14,0,0
0.704,71,71,30,25.49,1,0,0,0
0.097,80,80,74,29.93,10,6,0,0
0.234,71,71,90,29.83,10,8,0,0
0.53,55,55,100,29.79,3,5,0.08,0
0.022,68,68,76,28.14,7,15,0,0
0.728,87,87,32,29.78,10,6,0,0
0.399,76,76,56,30.02,10,15,0,0
0.65,63,63,81,29.74,9,0,0,0
0.318,88,88,58,29.87,10,3,0,0
0.545,70,70,55,29.47,10,5,0,0
0.032,91,91,47,29.35,10,10,0,0
0.796,35,26,54,26.26,10,13,0,0
0.882,57,57,45,30.05,10,10,0,0
0.293,92,92,41,30.01,10,12,0,0
0.128,63,63,52,29.45,10,0,0,0
0.042,83,83,42,29.95,10,12,0,0
0.658,53,53,83,30.02,10,0,0,0
2.929,80,80,32,29.47,10,5,0,0
17.743,16,1,52,29.85,10,15,0,0
0.065,53,53,100,29.85,0.25,15,0,0
0.021,56,56,90,29.69,10,0,0,0
5.793,82,82,62,29.17,10,0,0,0
0.1,82,82,51,29.21,10,8,0,0
1.424,65,65,58,29.64,10,9,0,0
0.654,49,45,44,29.17,10,8,0,0
1.048,89,89,39,28.93,10,6,0,0
2.152,37,30,65,25.88,10,12,0,0
1.826,28,20,81,28.82,10,8,0,0
0.646,82,82,53,29.38,10,7,0,0
0.13,34,26,100,27.43,10,10,0,0
0.025,63,63,46,28.82,10,10,0,1
2.405,32,24.8,100,29.6,0.2,8.1,0.05,1
1.65,54,54,22,30.19,10,7,0,0
0.042,91,91,61,29.15,10,9,0,0
0.124,81,81,79,30.07,10,7,0,0
0.069,91,91,55,29.95,10,12,0,0
0.808,34,25,48,28.69,10,12,0,0
0.161,35,35,50,29.76,10,0,0,0
1.178,81,81,33,29.14,10,8,0,0
0.399,86,86,74,29.98,10,16,0,0
0.155,89,89,12,29.9,10,8,0,0
0.005,70,70,94,30.19,2,3,0,0
0.496,91,91,24,29.69,5,6,0,0
0.095,83,83,65,29.38,10,0,0,0
2.959,57,57,69,30.02,10,5,0,1
1.992,88,88,61,29.62,10,14,0,0
0.337,90,90,61,29.34,10,10,0,0
1.117,77,77,45,29.28,10,8,0,0
1.168,65,65,48,30.08,10,5,0,0
0.509,84,84,35,29.62,10,10,0,0
3.032,27,19,89,26.46,0.75,8,0.01,0
0.06,77,77,69,29.97,10,9,0,0
0.063,69,69,58,29.82,10,7,0,0
1.189,39,34,75,28.53,10,8,0,0
0.12,39,31,45,29.78,10,13,0,0
3.941,67,67,81,29.67,10,3,0,0
0.822,80,80,58,29.61,10,8,0,0
0.689,73,73,96,29.38,10,7,0,0
0.005,64,64,60,29.5,10,14,0,0
0.087,79,79,74,29.84,10,5,0,0
0.127,75,75,100,30.09,3,7,0,0
1.144,68,68,56,29.74,10,5,0,0
0.189,74,74,87,30.1,10,6,0,0
0.058,62,62,67,29.74,10,10,0,0
0.567,69,69,65,29.35,10,8,0,0
0.632,46,44,66,29.79,10,5,0,0
0.944,89,89,45,29.39,6,9,0,0
0.021,78,78,15,29.99,10,14,0,0
3.891,72,72,83,29.26,10,5,0,0
2.259,72,72,87,28.72,10,3,0.01,0
0.082,24.1,13.7,88,29.72,1,10.4,0.02,0
0.038,60,60,86,30.01,10,0,0,0
0.702,79,79,42,29.01,10,3,0,0
0.035,84,84,79,29.97,10,8,0,0
1.37,60,60,62,30.01,10,12,0,0
1.193,63,63,48,29.41,10,6,0,0
0.273,85,85,51,29.93,10,9,0,0
0.421,40,40,97,29.86,10,0,0,0
0.131,51,51,82,29.35,10,3,0,0
0.082,38,30,68,28.76,10,13,0,0
0.278,54,54,38,29.29,10,0,0,0
37.029,60,60,75,26.47,10,6,0,0
0.081,50,50,50,29.01,10,0,0,0
0.117,80,80,47,30.11,10,10,0,0
0.095,62,62,86,29.91,10,0,0,0
0.032,71,71,90,30.02,1,10,0.01,0
0.177,69,69,63,29.99,10,10,0,0
0.051,51,51,83,28.85,10,10,0,0
